Date,WS,Elev,Hor,pH,ANC,H4SiO4,Na+,K+,Ca2+,CaFLAG,Mg2+,Alt,Alm,Alo,NH4+,F-,Cl-,SO4=,NO3-,DIC,DOC,TN
11/21/03,1,6,Oa,4.76,-6.9,153.7,36.1,9.4,27.6,N,5.4,18.7,7,4.3,1.5,2.3,16,47.9,2.3,471.7,462.3,21.8
11/21/03,1,7,Bh,5.14,5.2,110.9,32.9,0.2,20.2,N,7,11.5,6.8,1.9,0.4,2.9,12.6,42.7,0.4,428.1,178.9,6.1
11/21/03,1,7,Bs,5.11,4.8,109.4,32.6,0.2,21,N,7.1,11.4,7.2,2.1,0.6,2.8,13,42.7,0.6,407.9,197.7,11.6
11/21/03,1,7,Oa,5.01,-0.3,106.5,34.9,0.2,0,N,6.8,11.6,7.9,2.6,1,2.8,14.3,43.7,1.2,426.6,235.3,10.7
11/21/03,1,8,Bhs,4.96,-6.5,137.3,28,2.1,19.5,N,5.1,13.7,10,1.7,1.8,1.4,15.3,48,1.2,179.9,165.4,10.4
11/21/03,1,8,Bs2,5.25,1.5,129.4,29.6,2.1,43.8,N,0,6,2.8,1.4,2.4,1.5,15.1,50.2,28.3,237.4,147.1,37.1
11/21/03,1,8,Oa,3.97,-39.1,129.8,13.1,29.1,26.9,N,5.7,11.8,4.5,4.5,2.8,0.7,43.7,35.5,19.1,192,2299.5,86.4
11/21/03,1,9,Bhs,4.99,-1.2,158,16,1.7,22,N,1.5,10.7,6.4,2.7,4.6,1.5,13,36,11,213.2,348.2,24.1
11/21/03,1,9,Bs2,4.9,-10.2,130.5,16.6,3.3,20.2,N,0.8,11.1,7.5,1.8,2,1.5,13.9,35.9,2.6,179.7,202.3,14.3
11/21/03,1,9,Oae,4.51,-9.8,86.4,7.5,33.7,89.9,N,0,4.5,2.3,2.3,6.8,0.6,13.6,28.8,12,420.7,2217.8,71.3
12/20/03,1,10,Bh,4.12,-14.9,96.2,26.5,7.7,14,N,4.8,38.1,21.5,4.3,1.1,1.1,28.5,43.6,21.4,233.6,382.5,37.1
12/20/03,1,10,Bs,4.63,-4.4,86.1,23.9,13.8,10.5,N,3.5,34.4,21.5,4,0.6,1,19.2,39.9,15,274,322.6,22.4
12/20/03,1,10,Oa,4.98,-71,149.2,23.1,8.7,39.8,N,12.1,27.7,16.1,10.6,5,0.9,27.6,40.6,48,181.7,1452.9,98.2
12/20/03,1,11,Bhs1,4.76,-9.4,141.4,15.8,0.4,25.9,N,1.5,20.7,17,2.8,0.4,0.8,20.4,41,6.5,415,291.2,10.1
12/20/03,1,11,Bhs3,4.24,-14.1,143.6,15.8,0.2,25.5,N,1.4,22.2,18,2.9,0.1,0.8,23,41.2,5.6,390.4,276.2,16.3
12/20/03,1,11,Oa,4.8,14.4,118.2,15.2,5.9,51.2,N,3.3,8.9,5.3,3.6,1.5,0,14.2,32.4,18.1,305.3,467.6,34.9
12/20/03,1,12,Bh,4.52,-23.1,110.3,14.5,24.7,31.8,N,4.9,17.1,9.9,6.9,4.1,0,16.1,23.1,44.4,147.8,902.6,82.5
12/20/03,1,12,Bs,4.8,-999.99,137.7,22.3,2,16.2,N,5,22.7,18.4,1.8,0.4,0.9,20.7,43.4,13.7,127.5,228.7,19.8
12/20/03,1,12,Oa,4.38,-39.9,100.1,29.4,21.5,64.5,N,4.1,14,4.6,4.6,7.2,0.8,20.1,29.6,51,169.4,1823.1,122.6
12/20/03,1,13,Bhs1,4.38,-39.1,83.2,19.4,3,34.3,N,4.3,21.2,10.3,8.4,0.7,0.8,20,28.2,10.5,107.7,1457.2,41.2
12/20/03,1,13,Bhs3,4.45,-17.5,59.7,15.4,2.2,24.4,N,3.4,26.6,14.5,10.3,0.3,0,11.4,23.8,7.8,142.3,1178.6,47.6
12/20/03,1,13,Oe,4.41,-27.21,108.1,19.4,3.1,49.8,N,4.7,20.3,9,7.9,3.4,0.8,18.5,27.8,23,266.7,1667.3,62.2
12/20/03,1,1,Bs,4.89,-7.7,67.8,10.8,1.7,8.7,N,0.7,21.2,19.1,1.2,0.3,0.7,15.5,35.2,7.1,147.8,115.7,15.8
12/20/03,1,1,Oa,4.93,-9.7,79.9,11.7,1.3,15.3,N,0.5,18.9,15.7,1.8,0.4,0.6,16.1,33.1,11.5,139,163.6,17.7
12/20/03,1,2,Bs,4.08,-74.3,141.7,21.9,6.8,46.4,N,7.1,22.8,8.3,7.8,3.8,0.7,18.6,38.5,14.5,205.6,2833.2,70.5
12/20/03,1,2,Oa,3.93,-116.4,190.2,16.8,4.7,37.3,N,7.9,28.3,9.3,9.3,15.3,0.7,16.1,37.1,6.1,176,3965.8,82.6
12/20/03,1,3,Bh,5.32,4.5,196.3,33,4.1,26.5,N,4.4,9,7,1.5,26.8,0.9,28.3,49.7,25.3,303.8,208.4,98.1
12/20/03,1,3,Bs,4.62,-21.4,196.2,34.2,3.8,22.6,N,4.5,28.9,21.8,3.2,1,0.7,27.9,48.8,28.6,214.8,281.4,47.5
12/20/03,1,3,Oa,4.61,-15.3,201.4,29.6,8.5,32,N,4.9,32.8,21.3,4.1,2.9,0.7,27.1,43.6,54.9,211.8,444.5,86.9
12/20/03,1,4,Bh,4.62,-14.1,118,33.6,3.9,14.3,N,4.3,28.6,18.7,6.5,0.7,0.9,19.4,33.1,10.2,194.9,524.3,20.4
12/20/03,1,4,Bs,4.71,-8.3,110.6,33.6,3,14.4,N,3.6,28.8,19.1,6.1,0.5,0.8,20,33.7,8.3,193.5,456.8,16.5
12/20/03,1,4,Oa,4.42,-28.3,77.2,25.1,19.1,27.1,N,5.3,11.2,5,4.4,4.5,0,16.7,21.6,21.6,180,1075.9,65.2
12/20/03,1,5,Bh,5.14,6.7,143.2,45.8,2.3,50.3,N,5.8,14.4,6.9,4.2,0.6,1.2,21.1,42,13.6,242.8,451.1,29
12/20/03,1,5,Bs,4.78,-8.3,132.5,29.3,2.1,26.9,N,6,18.8,13.1,3.7,0.6,1.2,20.6,43,8,193.4,332.6,14
12/20/03,1,5,Oa,4.84,50,131.3,41.5,3.8,41.6,N,5.9,13,7.9,4.3,0.3,1.1,19.8,39.7,15.9,207,428.6,42.3
12/20/03,1,6,Bh,4.99,-2.8,164.7,31,2.8,19.7,N,4.9,19.6,14.6,2,0.2,1.5,19.8,41.3,5.4,266.2,207.8,25.6
12/20/03,1,6,Bs,4.96,-1.1,164.1,30.7,2.7,19.4,N,5.1,19.3,15.1,2,0,1.5,20,41.5,5.2,313,201.6,6.6
12/20/03,1,6,Oa,4.74,-7.1,166.9,29.5,7.7,25.4,N,4.9,18.4,11,4.2,0.8,1.4,20.1,39.4,6.5,232.9,388.9,25.1
12/20/03,1,7,Bh,5.06,-0.9,102.1,33.1,1.6,22.1,N,6.8,13,10.1,1.6,0.1,2.1,20.2,38.2,5.3,235.2,172.7,5.4
12/20/03,1,7,Bs,5.09,1.1,109.3,35,0,21.4,N,6.9,11.1,8.6,1.6,0.1,2,19.3,37.9,5.4,239.9,169.7,5.7
12/20/03,1,7,Oa,5.01,-1.1,103,34.8,2.6,21.4,N,6.3,12.2,9.6,1.8,0.4,2.1,20,38.3,5.6,234.4,181.1,8.1
12/20/03,1,8,Bhs,4.86,-7.5,162.3,23.2,2.4,19.7,N,4,21.8,16.3,1.9,0.9,1,23.8,40.3,6.7,122.1,240.9,12.2
12/20/03,1,8,Bs2,5.01,-5.7,143.9,25.2,1.2,35.9,N,5.3,7,5.9,1.1,1.5,1.1,20.2,41.8,15.4,167.2,157.5,24
12/20/03,1,8,Oa,3.97,-105.6,200.7,12.1,40.6,32.2,N,3.9,12.6,5.1,5.1,12.3,0,19,24,74.7,142.7,2069.3,154
12/20/03,1,9,Bhs,4.76,-11.3,101,14.4,3.6,20.1,N,3.6,14.3,10.6,1.7,2.9,0.9,19.6,28.6,15.2,127.9,262,26.1
12/20/03,1,9,Bs2,4.84,-7.19,92.7,15.6,2.3,17.2,N,4.2,16.4,12.7,1.3,1.4,1.1,18.2,30.5,11.8,120.1,212.7,16.4
12/20/03,1,9,Oae,4.61,-4.5,94,12.9,39.1,35.6,N,2.9,3.6,1.7,1.7,2.8,0,12.8,20.7,38.5,215.6,1259.2,121.2
1/29/04,1,10,Bh,3.96,-12.8,91.9,36,13.1,12,N,3.6,40.7,20.6,4.1,1.7,1,17.7,40.3,16.9,208.3,311.4,30.7
1/29/04,1,10,Bs,4.82,-2.4,86.8,40.9,18.7,10,N,3.6,43.7,20.7,4.3,0.6,1,17.8,39.8,14.7,258.5,306.3,24.8
1/29/04,1,10,Oa,3.8,-28.5,85.9,22.7,6.2,17.4,N,5.2,35.8,19,6.1,4,1,18.4,39.1,19.6,178.9,500,41.2
1/29/04,1,11,Bhs1,4.8,-5.9,124.7,18,1.2,27.3,N,1.8,26.3,16,2.9,0.2,0.7,15.4,40.7,5.8,424.4,255,10.7
1/29/04,1,11,Bhs3,4.76,-8.6,123.6,17.3,0.3,26,N,1.7,26.6,15.5,2.9,0.8,0.7,14.9,40.3,5.5,367,264.4,22
1/29/04,1,11,Oa,4.95,3.3,122.6,16.7,0.1,48.7,N,2.1,11.5,7,2.4,1.3,0.7,13.8,40.7,6.1,539.2,232.4,30.6
1/29/04,1,12,Bh,4.47,-23.9,101.3,14.5,23.8,36.3,N,5.5,21.3,10.7,6.5,3.7,0,14.9,22,50.1,118.9,845.4,94.7
1/29/04,1,12,Bs,4.81,-5.7,130.1,22.2,2.2,17.1,N,5.7,33.9,19.4,2,0.5,0.9,19.4,42.4,14.2,209.5,197.1,22.8
1/29/04,1,12,Oa,4.3,-38.8,96.1,26.9,21.1,77.5,N,3.5,11.3,4.4,4.4,15.2,0,16.2,26,64.8,261.6,2246.8,176.3
1/29/04,1,13,Bhs1,4.4,-32.2,71.9,18.1,2.3,32.2,N,4.3,25.1,10.4,7.7,2.6,0.8,12.4,26.1,11.7,124.8,1267.9,35.9
1/29/04,1,13,Bhs3,4.46,-22.7,68.9,17.2,1.9,30,N,4.1,30,13.3,9.4,0.7,0.7,12.2,25.3,9.6,244.8,1186.9,45.3
1/29/04,1,13,Oe,4.59,-12.2,80.8,17.5,2.9,63,N,4.6,16.4,8.3,6.5,5.1,0.7,13.1,26.1,35.9,182,1213.5,84.8
1/29/04,1,1,Bs,4.87,55.8,63.1,11.2,0.2,12.7,N,0.4,28.3,18,1.4,0,0.8,13.6,33.8,11.3,138.6,104.7,15.6
1/29/04,1,1,Oa,4.89,-4.8,67.4,14.1,1.3,23.4,N,0.6,22,12.9,1.8,0.6,0,14.9,29.2,15.4,139.5,149.7,27.3
1/29/04,1,2,Bs,4.2,-7.5,102.4,16.5,5.5,48.4,N,5.6,21.5,7.4,6.3,4.9,0.7,11.8,28.9,20.8,210.5,2233,81.7
1/29/04,1,2,Oa,4.13,-66.2,119.8,15.2,2.9,47.8,N,6.8,26.5,7.8,7.2,25.1,0.8,9.7,27.5,9.2,200,3175.6,94.6
1/29/04,1,3,Bh,5.02,3.3,168.8,26.4,3,37.5,N,4.5,27.8,13.4,2.1,56.8,0.8,23,48.3,28.7,319.8,223,83.8
1/29/04,1,3,Bs,4.76,-4.2,176.7,26.4,3.3,30.3,N,4.5,44.1,20.9,3.2,0.3,0.8,25.7,48.3,30.9,255.4,259.9,54.4
1/29/04,1,3,Oa,4.64,-10.8,191.7,23.6,5.5,43.5,N,4.9,40.4,20.9,4.2,4,0.8,24.8,44,54.8,264.4,429.5,89.2
1/29/04,1,4,Bh,4.67,-11.4,83.8,22.3,0.9,12.9,N,3.5,35.3,18.1,5.9,0.5,1,16.2,29.7,12.7,203.3,407.2,23.7
1/29/04,1,4,Bs,4.72,-6.7,67.8,21.1,0.9,13.3,N,3.3,35.7,18.5,6.2,0.5,0.9,15.9,27.3,15.4,159.6,395.4,28.1
1/29/04,1,4,Oa,4.49,-21.5,78.6,19.3,7.8,29,N,5.5,14,7.9,5.4,19.7,0.7,18.3,22.1,29,262.6,811.6,84.1
1/29/04,1,5,Bh,4.93,-11.3,115.7,37.2,5.4,35.8,N,5.7,16.3,8.8,3.5,2.2,1.4,16.8,41.6,9.1,223.1,295.6,18.4
1/29/04,1,5,Bs,4.75,-8.3,125.5,34.1,0.9,27,N,6,23.4,13.1,4,1.3,1.2,19.8,42.4,8.1,210.6,320.9,23.4
1/29/04,1,5,Oa,4.82,-6.9,114.1,34.9,3.1,40.2,N,6,15.3,9,3.5,0.1,1.3,16.5,42.4,13,238.7,301.5,23.7
1/29/04,1,6,Bh,4.94,-1.6,146.7,30.1,0.8,18.3,N,5,25.4,14.6,2.3,0.8,1.6,16,40.7,0,240.2,189.4,12
1/29/04,1,6,Bs,4.94,-1.8,147.1,29.6,0.7,18.2,N,5,25.3,14.7,2.3,0.3,1.6,16.3,41.3,5.8,287.4,186.3,8.2
1/29/04,1,6,Oa,4.83,-3.9,146.6,31.6,2.1,19.2,N,5.2,24,13.5,2.4,2,1.5,16,40.8,6.6,278.3,195.3,11.8
1/29/04,1,7,Bh,5.05,0.8,101.8,35.2,0.1,20.4,N,6.7,13.8,9.1,1.8,3.1,2.1,15.8,38.2,5.6,201.9,154.2,12.8
1/29/04,1,7,Bs,4.17,-0.4,105.8,55.1,8.3,20.8,N,7,11.5,7.2,1.7,0.7,2,15.4,37.7,5.7,213.1,154.3,13.4
1/29/04,1,7,Oa,4.97,-1.4,99.2,34.6,0.2,19,N,6.4,15.3,10.4,1.8,1,2.1,16.3,38.8,7.2,159.3,158.5,9.5
1/29/04,1,8,Bhs,4.93,-7.4,130.2,23.9,0.8,21.2,N,5.1,24,14.8,1.7,1.7,1.1,22.5,40.1,8.7,127,143,13.7
1/29/04,1,8,Bs2,4.86,-9.6,125.1,39.8,5.1,27.2,N,5.3,16.3,11.9,1.4,4,1.2,21.6,41.9,15.9,188.2,124.8,31.5
1/29/04,1,9,Bhs,4.69,-12.2,86.1,30.4,6.9,19.3,N,3.7,16.9,11.2,2.2,3.6,1,15.1,30.3,21.5,103.5,218.9,54.5
1/29/04,1,9,Oae,4.63,14.1,33.6,15.1,26.4,30.7,N,1.9,2.1,1.3,1.3,19.5,0,19.6,16.6,46.4,-999.99,508.5,101.6
2/26/04,1,12,Bh,4.44,-16.9,93.8,18.4,24.7,32.4,N,5.2,17.3,11.3,7,4.6,0,15.1,21.4,53.2,114.9,820.4,78.3
2/26/04,1,12,Bs,4.83,-9.2,121.3,26.2,2.9,15.4,N,5.8,26.9,19.8,2,1.9,0.9,19.6,41.6,14.8,157.8,199.2,15.5
2/26/04,1,12,Oa,4.3,-25.5,86.9,30.2,21.9,66.2,N,4.4,9.7,4.7,4.7,15.1,0.8,16.9,26,67.5,151,1966,132.1
2/26/04,1,13,Bhs3,4.43,-40.4,65.9,20.7,3,27.9,N,4.2,23.7,13.7,9.9,2.6,0.8,12.1,24.8,11.7,197.7,1261.1,27.4
2/26/04,1,13,Oe,4.54,-29.5,74.9,24.3,5,57.2,N,4.6,15.1,8.5,7,5.9,0,13.6,25.9,42.3,205.1,1263.5,65.5
2/26/04,1,3,Bh,5.2,-16.3,156.5,26.1,3.1,35.2,N,4.4,14.9,7.6,1.6,27.3,0.9,22.2,46.9,25.2,272.1,211.5,78.5
2/26/04,1,3,Bs,4.75,-10.4,165.2,26.9,3.1,27.2,N,4.5,33.4,21.2,3.2,1.4,0.8,24.2,47.2,30.7,269.3,271.6,42.2
2/26/04,1,3,Oa,4.62,1.6,177.6,23.9,6.3,37.8,N,4.8,31.6,21.2,4,5.4,0.8,24.3,43.2,55.7,237.3,365,86.6
2/26/04,1,4,Bh,4.55,-0.9,79.7,23.2,1.1,11.2,N,3.4,27.5,19.6,5.9,1.5,1,15.6,29.1,14.4,80.6,422,26.1
2/26/04,1,5,Bh,4.9,-14.3,106.3,34.1,0.9,39.3,N,6,12.3,7.9,3,3,1.4,16,40.6,11.1,161.8,314.9,14.3
2/26/04,1,5,Bs,4.75,-10.7,116.6,35.9,0.9,25,N,5.9,17.7,13.3,3.6,2,1.3,19,41.5,8.3,131.9,429.3,12.6
2/26/04,1,5,Oa,4.78,-12.6,106.5,33.1,1.4,33.8,N,5.8,12.4,9.7,3.2,2.1,1.4,16.2,40.9,15.9,111.5,309.4,50.3
3/25/04,1,10,Oa,4,-999.99,116.7,-999.99,-999.99,-999.99,N,-999.99,14.7,6.1,6.1,28.4,1.6,42.1,59.8,241.2,-999.99,-999.99,925.3
3/25/04,1,11,Bhs1,4.28,-2.7,119.8,-999.99,0,24.9,N,2.3,19.7,14.7,2.7,2.8,0.6,10.7,47.7,1.1,390.6,259.5,6.4
3/25/04,1,11,Bhs3,4.84,-25.5,119.1,-999.99,0,23.6,N,2.4,20,15.4,2.7,2.7,0.7,11,47.4,0.3,418.2,252.2,4.9
3/25/04,1,11,Oa,4.83,0.7,127.6,22.3,1.9,35.7,N,2.8,15.9,10.3,3,3.1,0.7,22.2,52.2,11.6,489.5,298.8,18.7
3/25/04,1,12,Bh,4.19,-44.7,181,30.3,19.9,52.5,N,8.6,19.6,14.1,6.9,8.6,0.7,15.9,36.3,134.9,224.6,808.6,135.3
3/25/04,1,12,Oa,4.01,-124.3,121.2,32.6,31.4,141.3,N,11,10.9,6.3,6.3,20.3,0.7,25.8,61.3,205.5,314.7,3530.4,604.8
3/25/04,1,13,Bhs1,4.19,-60.9,159.8,-999.99,4.1,65,N,8.9,18.3,11.4,7.5,4.5,1.3,16.4,61,80.7,565.6,1079.7,91.8
3/25/04,1,13,Bhs3,4.17,-46.2,132.1,-999.99,3.5,50.1,N,7.4,21.5,12.7,8.7,2.5,1,15.2,45.1,60.3,445.9,1123.7,65.4
3/25/04,1,13,Oe,4.48,-19.1,169.7,39.9,7.4,-999.99,N,10.5,16.1,9.1,7.4,11.3,1,22.1,64.8,141.5,536,1379.8,153.4
3/25/04,1,1,Oa,5.91,62.9,186,-999.99,-999.99,-999.99,N,-999.99,12.1,5,4.9,3,0.6,22.9,60.4,122.2,148.4,-999.99,139.7
3/25/04,1,2,Bs,4.06,-999.99,175.6,-999.99,-999.99,-999.99,N,-999.99,25.9,7.7,5.5,23.2,1.1,25.2,59.3,88.3,236.7,-999.99,199.2
3/25/04,1,2,Oa,4.59,-999.99,163.4,-999.99,-999.99,-999.99,N,-999.99,23.6,7.3,6.9,28.4,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,258.5
3/25/04,1,3,Bh,4.89,1.8,151,27.8,3.7,25.6,N,4.4,33.1,21.8,2.4,11.2,1,21.9,55.3,44.9,-999.99,224.4,50.8
3/25/04,1,3,Bs,4.74,-4.4,151.7,27.5,3.6,24.6,N,4.5,34.7,21.8,2.8,1.6,1,23,55.7,49.1,377.8,234.5,49
3/25/04,1,3,Oa,4.66,-6.1,161.4,27.7,5.1,35.2,N,5.1,34.1,21.8,4.9,2.7,1,22.1,57.5,55.3,375,407.7,61.5
3/25/04,1,4,Oa,3.87,-71.5,133.4,23.6,13.1,67.2,N,10.1,11.3,7.5,6.8,12,0.6,20.7,43.5,104.8,164.8,1828.4,137.9
3/25/04,1,5,Bh,4.86,-999.99,216.9,-999.99,-999.99,-999.99,N,-999.99,33.4,10.1,6.3,5.8,2.3,13.1,42.2,144,-999.99,-999.99,159.3
3/25/04,1,5,Oa,4.41,-22.5,237.4,-999.99,-999.99,-999.99,N,-999.99,21.6,13.2,9.4,7.6,1.3,17.8,43.6,176.8,137.3,1233.2,208.1
3/25/04,1,6,Bh,4.95,-6.01,127.7,33.6,2,15.3,N,4.8,19,14.5,2.2,2.4,1.6,19,46.7,3.1,178.1,204.6,6.1
3/25/04,1,6,Bs,4.98,-6,123.6,35.3,2.1,15.4,N,4.9,18,14.5,1.9,1.6,1.8,16.5,47.6,1.3,194.1,178.9,4.1
3/25/04,1,6,Oa,4.73,-9,137.9,35.4,3.8,22.4,N,5.3,17.4,12.8,2.9,4.6,1.7,16.7,47.2,16.4,190.4,284.8,22.7
3/25/04,1,7,Bh,5.12,-0.2,94.1,41.2,1.5,16.3,N,6.3,10.9,7.5,1.4,2.1,2.4,15.6,42.9,0.4,187,157.5,3.7
3/25/04,1,7,Bs,5.13,-0.9,95.6,42.2,1.5,17.4,N,6.4,-999.99,7.2,1.4,1.7,2.6,16.8,42.9,0.6,222.4,158.6,4.1
3/25/04,1,7,Oa,4.99,23.8,92.2,39.5,1.7,17.1,N,6.2,11.9,9.2,1.6,2.6,2.2,16.8,43.9,3.6,220.5,179.9,11
3/25/04,1,8,Bhs,4.94,-11.3,108,27.5,2.1,13.4,N,4.2,16.8,14.8,1.2,2.6,1.4,19,44.3,1.9,157.6,132.4,4.1
3/25/04,1,9,Oae,4.03,-999.99,47.8,-999.99,-999.99,-999.99,N,-999.99,27.1,3.2,2.3,28.4,0.1,22.8,45.8,334.4,-999.99,-999.99,1436.9
4/28/04,1,10,Bh,4.71,-5.8,90.6,23.2,8.4,9.7,N,4.1,32.5,21.3,4.9,1.7,1.2,15.2,45.2,18.6,286.3,273.6,26.6
4/28/04,1,10,Bs,4.81,-1.6,94.6,24.4,12.1,9.1,N,4.4,33.9,21.7,4.6,1.1,1.3,15.3,43.5,29.7,348.5,248.4,37.8
4/28/04,1,10,Oa,4.49,-26.8,104.7,35.4,23.9,21.9,N,7.1,30.1,18.9,9.7,19.4,1.9,15.3,42.9,46.8,257.2,781.2,83.2
4/28/04,1,11,Bhs1,4.86,-999.99,136.1,20.1,0.3,24.9,N,2.1,20.7,14.3,4.1,1.5,0.6,10.7,45.9,0.4,408.3,229.9,9.1
4/28/04,1,11,Bhs3,4.88,0.3,132.5,19.9,0.8,23.5,N,2.6,20.3,14.2,3.9,1.8,0.6,10.4,46,0.3,473.4,233.4,13.9
4/28/04,1,11,Oa,4.96,12.7,135.7,18.5,5.5,40.3,N,2.7,17.6,8.7,6.3,1.1,0.5,10.3,38,6,390.1,495,27.7
4/28/04,1,12,Bh,4.5,-25.9,166.4,25,29.7,40.4,N,10.2,18.2,12,7.9,6.3,0.6,10.9,36.6,85,236.4,712.2,101.6
4/28/04,1,12,Bs,4.89,-2.4,128,25.9,1.2,19.7,N,7.2,26.7,19.9,3.1,5.2,1.1,17.1,45.3,37.3,227,169.9,43.1
4/28/04,1,12,Oa,4.36,-40.6,93.7,20,16.2,43,N,5.4,16.4,8.5,7.6,1.1,1.1,12.9,32.2,62.8,297.7,963.1,95
4/28/04,1,13,Bhs1,4.31,-46.5,159.7,30,7,50.1,N,8,19.8,11.3,9.3,5,1.2,14.6,58,29.7,593.3,1212.7,48.2
4/28/04,1,13,Bhs3,4.46,-23.2,156.1,27.1,4.2,40,N,6.8,28.3,16.8,11.4,2.1,1,12.7,39.9,48.3,607.2,994.8,67.7
4/28/04,1,13,Oe,4.67,-1,178.7,30.9,9.8,89.2,N,9.1,17.6,8.8,8.5,1.3,1,15.7,55.9,67.4,753.9,1376.6,97.6
4/28/04,1,1,Bs,4.95,1.8,60.1,13.6,-999.99,11.2,N,0.6,23.6,17.9,1.4,1,0.6,11.1,37.2,10.1,228.6,105.7,14.1
4/28/04,1,1,Oa,5.42,13.5,82.2,14.8,0.6,48.2,N,1.3,15.8,2.8,2.2,1.9,0.7,10.6,31.2,21,232.5,280.8,39.4
4/28/04,1,2,Bs,4.12,-77,208.6,26.6,12.1,75.5,N,12.7,16.4,8.5,6.5,5.7,1,20.1,73.4,52.6,387.1,1763,78.6
4/28/04,1,2,Oa,3.95,-118.9,162.2,19.9,7.1,52.4,N,11,20.9,9,8.1,9.7,1.1,14.2,52,23.6,247.5,3069.4,75
4/28/04,1,3,Bh,4.85,-1.9,157.8,25.5,2.4,27.2,N,4.7,40,22,2.9,8.3,1,18.9,54.3,52,431.1,181.3,53.8
4/28/04,1,3,Bs,4.82,-3.7,147.8,25.5,2.1,28.6,N,4.6,35.8,21.9,3.3,1.7,1,18.1,53.1,48.4,435.1,222.3,52.1
4/28/04,1,3,Oa,4.76,-4.5,150,25.2,3.5,30,N,4.8,33,21.9,3.3,2.6,1,19.2,53.7,44.9,366.1,255.4,48.2
4/28/04,1,4,Bh,4.56,-13.7,121.9,30.8,0.9,13.7,N,3.7,28.6,19.5,7.8,2,1,12.5,32,30.8,216.4,468.6,41.2
4/28/04,1,4,Bs,4.7,-8.2,99.3,27.2,1.4,17.4,N,4.2,30.5,9.5,4.2,2.5,1.1,13.2,33.2,30.3,221.1,466.8,39.7
4/28/04,1,4,Oa,4.28,-47.3,107,12.1,11.3,43.9,N,6.5,10.6,4.1,4.5,3.5,0.4,7.5,21.3,45,177.6,1581.8,75.6
4/28/04,1,5,Bh,4.67,-9.7,145.5,36.2,1.8,38.8,N,6.1,20.3,11.8,4,2.2,1.5,15,42.1,31.5,254.6,511.9,50.2
4/28/04,1,5,Bs,4.83,-6.2,118.7,36.7,1,25.1,N,6.2,17.4,11.9,4.1,1.4,1.5,15.7,44.6,12.7,238.4,261.7,290.9
4/28/04,1,5,Oa,4.64,-11.1,120.1,34.1,4.4,31.5,N,6.1,18.5,11.9,6.7,2.2,1.6,17.3,42.7,22.9,264.3,284.2,39.1
4/28/04,1,6,Bh,5,1.9,134.1,33.5,0.7,18.1,N,5,19,12.5,2.6,1.6,1.9,15.4,45.9,0.8,234.7,173.3,10.8
4/28/04,1,6,Bs,5,-0.7,134.5,33.5,0.6,18.1,N,5.1,19.2,12.9,2.7,1.7,1.9,15.5,46.7,0.9,258.2,-999.99,14.4
4/28/04,1,6,Oa,4.86,-1.2,143.5,32.5,2.1,24.8,N,5.3,18,12.2,2.7,2.3,1.8,15.4,44.3,8.8,241.8,205.4,303.1
4/28/04,1,7,Bh,5.14,3.2,106.3,43.4,1.9,19.9,N,7,14.7,6.2,2.3,1.3,2.4,15.8,42.8,0.4,264.2,155.4,8
4/28/04,1,7,Bs,5.17,4.4,109.5,40.9,0.2,20.1,N,7.2,13.7,5.5,2.3,1.2,2.6,15.6,42.6,0.4,297.8,141.6,9.7
4/28/04,1,7,Oa,5.02,0.1,111.6,43.8,2.4,20.9,N,7,14.2,6.8,2.9,1.5,2.4,16.1,42.5,3,272.5,141.9,19.7
4/28/04,1,8,Bhs,4.95,-8.3,115,27.4,0.7,18.5,N,5.9,18.1,12.6,2.4,3.3,1.4,18.5,46.6,5.2,179.4,180.1,17.3
4/28/04,1,8,Bs2,4.82,-13.7,113.3,31.8,4.6,23.9,N,7.3,18.6,14.5,2.3,12.4,1.4,20.5,50,30.5,226.3,134.8,48.2
4/28/04,1,8,Oa,4.03,-101.1,168.6,21.1,59.8,26,N,4.7,17.2,5.2,6.2,13.8,0.4,10.3,20.9,106,200.4,2435.5,159.6
4/28/04,1,9,Oae,4.44,-17.2,144.1,23.3,87.9,60.9,N,7,6.3,1.7,3,4.4,0.6,11.7,26.5,106,240.8,2013.5,199.4
5/25/04,1,10,Bh,4.49,-3.8,105.7,23.5,6,9.8,N,4.6,31.9,24.5,3.6,0.9,1,13.2,47.4,8.9,86,314.4,23.2
5/25/04,1,10,Bs,4.59,3.4,104.2,25.7,10.4,10,N,4.5,31.2,22.9,3.3,0.1,1,14.4,48.4,1.9,152.1,255.3,14
5/25/04,1,10,Oa,4.13,-75.1,156.6,25.2,30,49.3,N,14.4,28,24.6,10.1,9.6,1,11,39.5,100.3,120.6,1719.7,154.6
5/25/04,1,11,Bhs1,4.64,5.9,157.4,20.1,0.6,24.9,N,2.5,21,16.1,2.9,1.1,0.7,9.6,44.9,0.2,113.3,235.9,19.3
5/25/04,1,11,Bhs3,4.58,-1.2,157.4,20,0,25,N,2.5,19.2,16.3,2.9,-0.2,0.7,9.3,44.7,-999.99,114.6,212.3,12
5/25/04,1,11,Oa,4.75,17.6,145.7,15.6,0.9,47.2,N,3.2,17.1,15.6,6.4,3.3,0.5,7.3,37.4,-999.99,153.3,633.4,24.8
